obsnme obsval weight obgnme
DIN_18_12_2011 34.653 4.56E-04 DIN
DIN_19_12_2011 37.124 4.56E-04 DIN
DIN_20_12_2011 19.857 4.56E-04 DIN
DIN_21_12_2011 16.768 4.56E-04 DIN
DIN_22_12_2011 29.269 4.56E-04 DIN
DIN_23_12_2011 13.212 4.56E-04 DIN
DIN_24_12_2011 18.811 4.56E-04 DIN
DIN_25_12_2011 9.869 4.56E-04 DIN
DIN_26_12_2011 14.464 4.56E-04 DIN
DIN_27_12_2011 3.050 4.56E-04 DIN
DIN_28_12_2011 12.090 4.56E-04 DIN
DIN_29_12_2011 123.598 4.56E-04 DIN
DIN_30_12_2011 199.501 4.56E-04 DIN
DIN_31_12_2011 200.309 4.56E-04 DIN
DIN_01_01_2012 177.136 4.56E-04 DIN
DIN_02_01_2012 141.132 4.56E-04 DIN
DIN_03_01_2012 124.879 4.56E-04 DIN
DIN_04_01_2012 107.692 4.56E-04 DIN
DIN_05_01_2012 74.876 4.56E-04 DIN
DIN_06_01_2012 63.155 4.56E-04 DIN
DIN_07_01_2012 55.257 4.56E-04 DIN
DIN_08_01_2012 44.302 4.56E-04 DIN
DIN_09_01_2012 31.175 4.56E-04 DIN
DIN_10_01_2012 23.019 4.56E-04 DIN
DIN_11_01_2012 28.638 4.56E-04 DIN
DIN_12_01_2012 13.700 4.56E-04 DIN
DIN_13_01_2012 21.541 4.56E-04 DIN
DIN_14_01_2012 33.626 4.56E-04 DIN
DIN_15_01_2012 61.817 4.56E-04 DIN
DIN_16_01_2012 159.100 4.56E-04 DIN
DIN_17_01_2012 160.626 4.56E-04 DIN
DIN_18_01_2012 131.290 4.56E-04 DIN
DIN_19_01_2012 93.899 4.56E-04 DIN
DIN_20_01_2012 75.483 4.56E-04 DIN
DIN_21_01_2012 54.425 4.56E-04 DIN
DIN_22_01_2012 42.881 4.56E-04 DIN
DIN_23_01_2012 28.422 4.56E-04 DIN
DIN_24_01_2012 50.587 4.56E-04 DIN
DIN_25_01_2012 65.568 4.56E-04 DIN
DIN_26_01_2012 58.432 4.56E-04 DIN
DIN_27_01_2012 52.050 4.56E-04 DIN
DIN_28_01_2012 72.755 4.56E-04 DIN
DIN_29_01_2012 228.902 4.56E-04 DIN
DIN_30_01_2012 237.558 4.56E-04 DIN
DIN_31_01_2012 201.315 4.56E-04 DIN
DIN_01_02_2012 140.507 4.56E-04 DIN
DIN_02_02_2012 216.848 4.56E-04 DIN
DIN_03_02_2012 860.040 4.56E-04 DIN
DIN_04_02_2012 1,020.766 4.56E-04 DIN
DIN_05_02_2012 601.624 4.56E-04 DIN
DIN_06_02_2012 323.009 4.56E-04 DIN
DIN_07_02_2012 182.857 4.56E-04 DIN
DIN_08_02_2012 110.055 4.56E-04 DIN
DIN_09_02_2012 60.077 4.56E-04 DIN
DIN_10_02_2012 44.632 4.56E-04 DIN
DIN_11_02_2012 24.947 4.56E-04 DIN
DIN_12_02_2012 19.387 4.56E-04 DIN
DIN_13_02_2012 14.496 4.56E-04 DIN
DIN_14_02_2012 5.102 4.56E-04 DIN
DIN_15_02_2012 6.299 4.56E-04 DIN
DIN_16_02_2012 17.918 4.56E-04 DIN
DIN_17_02_2012 0.004 4.56E-04 DIN
DIN_18_02_2012 5.223 4.56E-04 DIN
DIN_19_02_2012 7.831 4.56E-04 DIN
DIN_20_02_2012 0.508 4.56E-04 DIN
DIN_21_02_2012 6.322 4.56E-04 DIN
DIN_22_02_2012 8.496 4.56E-04 DIN
DIN_23_02_2012 12.393 4.56E-04 DIN
DIN_24_02_2012 10.117 4.56E-04 DIN
DIN_25_02_2012 297.604 4.56E-04 DIN
DIN_26_02_2012 2,225.079 4.56E-04 DIN
DIN_27_02_2012 1,943.185 4.56E-04 DIN
DIN_28_02_2012 987.197 4.56E-04 DIN
DIN_29_02_2012 512.724 4.56E-04 DIN
DIN_01_03_2012 271.656 4.56E-04 DIN
DIN_02_03_2012 147.017 4.56E-04 DIN
DIN_03_03_2012 88.501 4.56E-04 DIN
DIN_04_03_2012 49.493 4.56E-04 DIN
DIN_05_03_2012 32.856 4.56E-04 DIN
DIN_06_03_2012 24.123 4.56E-04 DIN
DIN_07_03_2012 19.931 4.56E-04 DIN
DIN_08_03_2012 15.504 4.56E-04 DIN
DIN_09_03_2012 5.195 4.56E-04 DIN
DIN_10_03_2012 7.852 4.56E-04 DIN
DIN_11_03_2012 2.289 4.56E-04 DIN
DIN_12_03_2012 13.564 4.56E-04 DIN
DIN_13_03_2012 0.004 4.56E-04 DIN
DIN_14_03_2012 22.075 4.56E-04 DIN
DIN_15_03_2012 59.276 4.56E-04 DIN
DIN_16_03_2012 1,172.810 4.56E-04 DIN
DIN_17_03_2012 1,434.748 4.56E-04 DIN
DIN_18_03_2012 3,468.243 4.56E-04 DIN
DIN_19_03_2012 4,297.798 4.56E-04 DIN
DIN_20_03_2012 5,091.820 4.56E-04 DIN
DIN_21_03_2012 9,495.397 4.56E-04 DIN
DIN_22_03_2012 3,400.415 4.56E-04 DIN
DIN_23_03_2012 1,239.186 4.56E-04 DIN
DIN_24_03_2012 1,135.274 4.56E-04 DIN
DIN_25_03_2012 657.338 4.56E-04 DIN
DIN_26_03_2012 416.140 4.56E-04 DIN
DIN_27_03_2012 234.460 4.56E-04 DIN
DIN_28_03_2012 131.688 4.56E-04 DIN
DIN_29_03_2012 90.302 4.56E-04 DIN
DIN_30_03_2012 41.629 4.56E-04 DIN
DIN_31_03_2012 34.118 4.56E-04 DIN
DIN_01_04_2012 28.247 4.56E-04 DIN
DIN_02_04_2012 14.196 4.56E-04 DIN
DIN_03_04_2012 20.009 4.56E-04 DIN
DIN_04_04_2012 11.226 4.56E-04 DIN
DIN_05_04_2012 11.569 4.56E-04 DIN
DIN_06_04_2012 10.413 4.56E-04 DIN
DIN_07_04_2012 0.567 4.56E-04 DIN
DIN_08_04_2012 2.044 4.56E-04 DIN
DIN_09_04_2012 2.582 4.56E-04 DIN
DIN_10_04_2012 2.914 4.56E-04 DIN
DIN_11_04_2012 0.004 4.56E-04 DIN
DIN_12_04_2012 11.755 4.56E-04 DIN
DIN_13_04_2012 5.937 4.56E-04 DIN
DIN_14_04_2012 0.004 4.56E-04 DIN
DIN_15_04_2012 0.004 4.56E-04 DIN
DIN_16_04_2012 8.305 4.56E-04 DIN
DIN_17_04_2012 16.840 4.56E-04 DIN
DIN_18_04_2012 20.711 4.56E-04 DIN
DIN_19_04_2012 13.026 4.56E-04 DIN
DIN_20_04_2012 14.368 4.56E-04 DIN
DIN_21_04_2012 11.805 4.56E-04 DIN
DIN_22_04_2012 0.004 4.56E-04 DIN
DIN_23_04_2012 9.542 4.56E-04 DIN
DIN_24_04_2012 13.578 4.56E-04 DIN
DIN_25_04_2012 1.849 4.56E-04 DIN
DIN_26_04_2012 12.482 4.56E-04 DIN
DIN_27_04_2012 14.413 4.56E-04 DIN
DIN_28_04_2012 116.552 4.56E-04 DIN
DIN_29_04_2012 223.859 4.56E-04 DIN
DIN_30_04_2012 292.626 4.56E-04 DIN
DIN_01_05_2012 329.074 4.56E-04 DIN
DIN_02_05_2012 334.193 4.56E-04 DIN
DIN_03_05_2012 312.734 4.56E-04 DIN
DIN_04_05_2012 281.323 4.56E-04 DIN
DIN_05_05_2012 249.054 4.56E-04 DIN
DIN_06_05_2012 212.421 4.56E-04 DIN
DIN_07_05_2012 179.263 4.56E-04 DIN
DIN_08_05_2012 147.362 4.56E-04 DIN
DIN_09_05_2012 133.111 4.56E-04 DIN
DIN_10_05_2012 109.687 4.56E-04 DIN
DIN_11_05_2012 102.534 4.56E-04 DIN
DIN_12_05_2012 85.792 4.56E-04 DIN
DIN_13_05_2012 78.137 4.56E-04 DIN
DIN_14_05_2012 73.987 4.56E-04 DIN
DIN_15_05_2012 57.117 4.56E-04 DIN
DIN_16_05_2012 52.379 4.56E-04 DIN
DIN_17_05_2012 55.073 4.56E-04 DIN
DIN_18_05_2012 56.269 4.56E-04 DIN
DIN_19_05_2012 50.889 4.56E-04 DIN
DIN_20_05_2012 38.363 4.56E-04 DIN
DIN_21_05_2012 34.352 4.56E-04 DIN
DIN_22_05_2012 31.413 4.56E-04 DIN
DIN_23_05_2012 31.686 4.56E-04 DIN
DIN_24_05_2012 27.356 4.56E-04 DIN
DIN_25_05_2012 60.164 4.56E-04 DIN
DIN_26_05_2012 110.792 4.56E-04 DIN
DIN_27_05_2012 128.238 4.56E-04 DIN
DIN_28_05_2012 125.972 4.56E-04 DIN
DIN_29_05_2012 99.616 4.56E-04 DIN
DIN_30_05_2012 81.841 4.56E-04 DIN
DIN_31_05_2012 65.842 4.56E-04 DIN
DIN_01_06_2012 61.145 4.56E-04 DIN
DIN_02_06_2012 209.850 4.56E-04 DIN
DIN_03_06_2012 300.975 4.56E-04 DIN
DIN_04_06_2012 294.363 4.56E-04 DIN
DIN_05_06_2012 232.391 4.56E-04 DIN
DIN_06_06_2012 162.450 4.56E-04 DIN
DIN_07_06_2012 107.516 4.56E-04 DIN
DIN_08_06_2012 90.915 4.56E-04 DIN
DIN_09_06_2012 54.361 4.56E-04 DIN
DIN_10_06_2012 46.894 4.56E-04 DIN
DIN_11_06_2012 23.528 4.56E-04 DIN
DIN_12_06_2012 24.533 4.56E-04 DIN
DIN_13_06_2012 4.369 4.56E-04 DIN
DIN_14_06_2012 22.003 4.56E-04 DIN
DIN_15_06_2012 3.469 4.56E-04 DIN
DIN_16_06_2012 12.662 4.56E-04 DIN
DIN_17_06_2012 6.310 4.56E-04 DIN
DIN_18_06_2012 8.190 4.56E-04 DIN
DIN_19_06_2012 8.380 4.56E-04 DIN
DIN_20_06_2012 9.550 4.56E-04 DIN
DIN_21_06_2012 4.153 4.56E-04 DIN
DIN_22_06_2012 0.004 4.56E-04 DIN
DIN_23_06_2012 0.004 4.56E-04 DIN
DIN_24_06_2012 3.533 4.56E-04 DIN
DIN_25_06_2012 18.252 4.56E-04 DIN
DIN_26_06_2012 17.625 4.56E-04 DIN
DIN_27_06_2012 21.269 4.56E-04 DIN
DIN_28_06_2012 30.904 4.56E-04 DIN
DIN_29_06_2012 29.594 4.56E-04 DIN
DIN_30_06_2012 17.751 4.56E-04 DIN
DIN_01_07_2012 13.925 4.56E-04 DIN
DIN_02_07_2012 10.459 4.56E-04 DIN
DIN_03_07_2012 20.196 4.56E-04 DIN
DIN_04_07_2012 14.706 4.56E-04 DIN
DIN_05_07_2012 8.736 4.56E-04 DIN
DIN_06_07_2012 8.270 4.56E-04 DIN
DIN_07_07_2012 5.218 4.56E-04 DIN
DIN_08_07_2012 0.004 4.56E-04 DIN
DIN_09_07_2012 1.675 4.56E-04 DIN
DIN_10_07_2012 10.586 4.56E-04 DIN
DIN_11_07_2012 13.817 4.56E-04 DIN
DIN_12_07_2012 28.955 4.56E-04 DIN
DIN_13_07_2012 470.758 4.56E-04 DIN
DIN_14_07_2012 563.563 4.56E-04 DIN
DIN_15_07_2012 695.844 4.56E-04 DIN
DIN_16_07_2012 586.653 4.56E-04 DIN
DIN_17_07_2012 410.449 4.56E-04 DIN
DIN_18_07_2012 403.782 4.56E-04 DIN
DIN_19_07_2012 299.056 4.56E-04 DIN
DIN_20_07_2012 204.675 4.56E-04 DIN
DIN_21_07_2012 125.274 4.56E-04 DIN
DIN_22_07_2012 86.030 4.56E-04 DIN
DIN_23_07_2012 53.410 4.56E-04 DIN
DIN_24_07_2012 33.555 4.56E-04 DIN
DIN_25_07_2012 36.342 4.56E-04 DIN
DIN_26_07_2012 26.480 4.56E-04 DIN
DIN_27_07_2012 7.633 4.56E-04 DIN
DIN_28_07_2012 14.982 4.56E-04 DIN
DIN_29_07_2012 8.427 4.56E-04 DIN
DIN_30_07_2012 4.724 4.56E-04 DIN
DIN_31_07_2012 2.559 4.56E-04 DIN
DIN_01_08_2012 14.931 4.56E-04 DIN
DIN_02_08_2012 7.823 4.56E-04 DIN
DIN_03_08_2012 11.656 4.56E-04 DIN
DIN_04_08_2012 0.004 4.56E-04 DIN
DIN_05_08_2012 2.094 4.56E-04 DIN
DIN_06_08_2012 3.984 4.56E-04 DIN
DIN_07_08_2012 10.863 4.56E-04 DIN
DIN_08_08_2012 0.004 4.56E-04 DIN
DIN_09_08_2012 0.977 4.56E-04 DIN
DIN_10_08_2012 0.004 4.56E-04 DIN
DIN_11_08_2012 12.032 4.56E-04 DIN
DIN_12_08_2012 3.387 4.56E-04 DIN
DIN_13_08_2012 6.486 4.56E-04 DIN
DIN_14_08_2012 0.004 4.56E-04 DIN
DIN_15_08_2012 0.004 4.56E-04 DIN
DIN_16_08_2012 5.067 4.56E-04 DIN
DIN_17_08_2012 0.845 4.56E-04 DIN
DIN_18_08_2012 0.004 4.56E-04 DIN
DIN_19_08_2012 6.331 4.56E-04 DIN
DIN_20_08_2012 1.391 4.56E-04 DIN
DIN_21_08_2012 3.244 4.56E-04 DIN
DIN_22_08_2012 10.715 4.56E-04 DIN
DIN_23_08_2012 6.940 4.56E-04 DIN
DIN_24_08_2012 13.925 4.56E-04 DIN
DIN_25_08_2012 13.624 4.56E-04 DIN
DIN_26_08_2012 20.732 4.56E-04 DIN
DIN_27_08_2012 18.641 4.56E-04 DIN
DIN_28_08_2012 6.082 4.56E-04 DIN
DIN_29_08_2012 17.032 4.56E-04 DIN
DIN_30_08_2012 12.882 4.56E-04 DIN
DIN_31_08_2012 9.015 4.56E-04 DIN
DIN_01_09_2012 6.293 4.56E-04 DIN
DIN_02_09_2012 3.392 4.56E-04 DIN
DIN_03_09_2012 16.143 4.56E-04 DIN
DIN_04_09_2012 14.031 4.56E-04 DIN
DIN_05_09_2012 17.115 4.56E-04 DIN
DIN_06_09_2012 3.511 4.56E-04 DIN
DIN_07_09_2012 7.139 4.56E-04 DIN
DIN_08_09_2012 2.038 4.56E-04 DIN
DIN_09_09_2012 13.854 4.56E-04 DIN
DIN_10_09_2012 10.975 4.56E-04 DIN
DIN_11_09_2012 0.004 4.56E-04 DIN
DIN_12_09_2012 3.709 4.56E-04 DIN
DIN_13_09_2012 0.004 4.56E-04 DIN
DIN_14_09_2012 4.501 4.56E-04 DIN
DIN_15_09_2012 10.018 4.56E-04 DIN
DIN_16_09_2012 4.832 4.56E-04 DIN
DIN_17_09_2012 15.803 4.56E-04 DIN
DIN_18_09_2012 3.877 4.56E-04 DIN
DIN_19_09_2012 0.004 4.56E-04 DIN
DIN_20_09_2012 3.556 4.56E-04 DIN
DIN_21_09_2012 11.670 4.56E-04 DIN
DIN_22_09_2012 9.607 4.56E-04 DIN
DIN_23_09_2012 2.409 4.56E-04 DIN
DIN_24_09_2012 0.004 4.56E-04 DIN
DIN_25_09_2012 3.347 4.56E-04 DIN
DIN_26_09_2012 9.326 4.56E-04 DIN
DIN_27_09_2012 8.289 4.56E-04 DIN
DIN_28_09_2012 11.104 4.56E-04 DIN
DIN_29_09_2012 0.004 4.56E-04 DIN
DIN_30_09_2012 1.801 4.56E-04 DIN
DIN_01_10_2012 0.004 4.56E-04 DIN
DIN_02_10_2012 8.548 4.56E-04 DIN
DIN_03_10_2012 0.004 4.56E-04 DIN
DIN_04_10_2012 3.471 4.56E-04 DIN
DIN_05_10_2012 0.004 4.56E-04 DIN
DIN_06_10_2012 3.256 4.56E-04 DIN
DIN_07_10_2012 0.004 4.56E-04 DIN
DIN_08_10_2012 0.004 4.56E-04 DIN
DIN_09_10_2012 0.004 4.56E-04 DIN
DIN_10_10_2012 1.875 4.56E-04 DIN
DIN_11_10_2012 2.823 4.56E-04 DIN
DIN_12_10_2012 0.004 4.56E-04 DIN
DIN_13_10_2012 13.978 4.56E-04 DIN
DIN_14_10_2012 5.724 4.56E-04 DIN
DIN_15_10_2012 0.004 4.56E-04 DIN
DIN_16_10_2012 2.420 4.56E-04 DIN
DIN_17_10_2012 0.004 4.56E-04 DIN
DIN_18_10_2012 11.786 4.56E-04 DIN
DIN_19_10_2012 7.504 4.56E-04 DIN
DIN_20_10_2012 1.028 4.56E-04 DIN
DIN_21_10_2012 0.678 4.56E-04 DIN
DIN_22_10_2012 1.127 4.56E-04 DIN
DIN_23_10_2012 1.182 4.56E-04 DIN
DIN_24_10_2012 3.621 4.56E-04 DIN
DIN_25_10_2012 4.214 4.56E-04 DIN
DIN_26_10_2012 0.004 4.56E-04 DIN
DIN_27_10_2012 1.486 4.56E-04 DIN
DIN_28_10_2012 0.094 4.56E-04 DIN
DIN_29_10_2012 2.312 4.56E-04 DIN
DIN_30_10_2012 0.004 4.56E-04 DIN
DIN_31_10_2012 0.004 4.56E-04 DIN
DIN_01_11_2012 2.780 4.56E-04 DIN
DIN_02_11_2012 0.004 4.56E-04 DIN
DIN_03_11_2012 5.230 4.56E-04 DIN
DIN_04_11_2012 9.051 4.56E-04 DIN
DIN_05_11_2012 6.386 4.56E-04 DIN
DIN_06_11_2012 5.232 4.56E-04 DIN
DIN_07_11_2012 0.004 4.56E-04 DIN
DIN_08_11_2012 0.004 4.56E-04 DIN
DIN_09_11_2012 3.827 4.56E-04 DIN
DIN_10_11_2012 2.405 4.56E-04 DIN
DIN_11_11_2012 1.530 4.56E-04 DIN
DIN_12_11_2012 5.002 4.56E-04 DIN
DIN_13_11_2012 3.926 4.56E-04 DIN
DIN_14_11_2012 2.824 4.56E-04 DIN
DIN_15_11_2012 0.004 4.56E-04 DIN
DIN_16_11_2012 8.573 4.56E-04 DIN
DIN_17_11_2012 1.119 4.56E-04 DIN
DIN_18_11_2012 7.004 4.56E-04 DIN
DIN_19_11_2012 0.004 4.56E-04 DIN
DIN_20_11_2012 0.004 4.56E-04 DIN
DIN_21_11_2012 8.365 4.56E-04 DIN
DIN_22_11_2012 2.082 4.56E-04 DIN
DIN_23_11_2012 6.385 4.56E-04 DIN
DIN_24_11_2012 0.004 4.56E-04 DIN
DIN_25_11_2012 5.902 4.56E-04 DIN
DIN_26_11_2012 0.004 4.56E-04 DIN
DIN_27_11_2012 1.207 4.56E-04 DIN
DIN_28_11_2012 11.712 4.56E-04 DIN
DIN_29_11_2012 5.152 4.56E-04 DIN
DIN_30_11_2012 5.486 4.56E-04 DIN
DIN_01_12_2012 0.004 4.56E-04 DIN
DIN_02_12_2012 0.004 4.56E-04 DIN
DIN_03_12_2012 4.040 4.56E-04 DIN
DIN_04_12_2012 3.855 4.56E-04 DIN
DIN_05_12_2012 0.004 4.56E-04 DIN
DIN_06_12_2012 5.232 4.56E-04 DIN
DIN_07_12_2012 4.333 4.56E-04 DIN
DIN_08_12_2012 6.892 4.56E-04 DIN
DIN_09_12_2012 2.826 4.56E-04 DIN
DIN_10_12_2012 6.079 4.56E-04 DIN
DIN_11_12_2012 0.004 4.56E-04 DIN
DIN_12_12_2012 0.004 4.56E-04 DIN
DIN_13_12_2012 0.004 4.56E-04 DIN
DIN_14_12_2012 0.004 4.56E-04 DIN
DIN_15_12_2012 0.004 4.56E-04 DIN
DIN_16_12_2012 0.004 4.56E-04 DIN
DIN_17_12_2012 0.004 4.56E-04 DIN
DIN_18_12_2012 0.004 4.56E-04 DIN
DIN_19_12_2012 0.086 4.56E-04 DIN
DIN_20_12_2012 3.716 4.56E-04 DIN
DIN_21_12_2012 3.495 4.56E-04 DIN
DIN_22_12_2012 0.004 4.56E-04 DIN
DIN_23_12_2012 0.004 4.56E-04 DIN
DIN_24_12_2012 29.658 4.56E-04 DIN
DIN_25_12_2012 68.530 4.56E-04 DIN
DIN_26_12_2012 89.376 4.56E-04 DIN
DIN_27_12_2012 79.867 4.56E-04 DIN
DIN_28_12_2012 72.165 4.56E-04 DIN
DIN_29_12_2012 50.994 4.56E-04 DIN
DIN_30_12_2012 42.812 4.56E-04 DIN
DIN_31_12_2012 63.699 4.56E-04 DIN
DIN_01_01_2013 197.366 4.56E-04 DIN
DIN_02_01_2013 176.516 4.56E-04 DIN
DIN_03_01_2013 119.271 4.56E-04 DIN
DIN_04_01_2013 80.920 4.56E-04 DIN
DIN_05_01_2013 52.316 4.56E-04 DIN
DIN_06_01_2013 33.666 4.56E-04 DIN
DIN_07_01_2013 27.001 4.56E-04 DIN
DIN_08_01_2013 32.016 4.56E-04 DIN
DIN_09_01_2013 16.034 4.56E-04 DIN
DIN_10_01_2013 15.411 4.56E-04 DIN
DIN_11_01_2013 3.958 4.56E-04 DIN
DIN_12_01_2013 11.366 4.56E-04 DIN
DIN_13_01_2013 8.686 4.56E-04 DIN
DIN_14_01_2013 5.348 4.56E-04 DIN
DIN_15_01_2013 0.004 4.56E-04 DIN
DIN_16_01_2013 14.060 4.56E-04 DIN
DIN_17_01_2013 4.484 4.56E-04 DIN
DIN_18_01_2013 0.004 4.56E-04 DIN
DIN_19_01_2013 0.004 4.56E-04 DIN
DIN_20_01_2013 8.643 4.56E-04 DIN
DIN_21_01_2013 0.552 4.56E-04 DIN
DIN_22_01_2013 0.004 4.56E-04 DIN
DIN_23_01_2013 2.866 4.56E-04 DIN
DIN_24_01_2013 569.030 4.56E-04 DIN
DIN_25_01_2013 4,217.274 4.56E-04 DIN
DIN_26_01_2013 2,015.021 4.56E-04 DIN
DIN_27_01_2013 867.139 4.56E-04 DIN
DIN_28_01_2013 404.635 4.56E-04 DIN
DIN_29_01_2013 217.583 4.56E-04 DIN
DIN_30_01_2013 108.147 4.56E-04 DIN
DIN_31_01_2013 76.979 4.56E-04 DIN
DIN_01_02_2013 50.550 4.56E-04 DIN
DIN_02_02_2013 33.290 4.56E-04 DIN
DIN_03_02_2013 23.721 4.56E-04 DIN
DIN_04_02_2013 17.800 4.56E-04 DIN
DIN_05_02_2013 8.838 4.56E-04 DIN
DIN_06_02_2013 20.915 4.56E-04 DIN
DIN_07_02_2013 10.897 4.56E-04 DIN
DIN_08_02_2013 9.680 4.56E-04 DIN
DIN_09_02_2013 7.151 4.56E-04 DIN
DIN_10_02_2013 2.701 4.56E-04 DIN
DIN_11_02_2013 1.390 4.56E-04 DIN
DIN_12_02_2013 4.050 4.56E-04 DIN
DIN_13_02_2013 2.485 4.56E-04 DIN
DIN_14_02_2013 0.004 4.56E-04 DIN
DIN_15_02_2013 3.085 4.56E-04 DIN
DIN_16_02_2013 13.276 4.56E-04 DIN
DIN_17_02_2013 38.246 4.56E-04 DIN
DIN_18_02_2013 817.351 4.56E-04 DIN
DIN_19_02_2013 654.824 4.56E-04 DIN
DIN_20_02_2013 431.114 4.56E-04 DIN
DIN_21_02_2013 244.443 4.56E-04 DIN
DIN_22_02_2013 145.795 4.56E-04 DIN
DIN_23_02_2013 83.191 4.56E-04 DIN
DIN_24_02_2013 55.683 4.56E-04 DIN
DIN_25_02_2013 33.124 4.56E-04 DIN
DIN_26_02_2013 33.793 4.56E-04 DIN
DIN_27_02_2013 376.277 4.56E-04 DIN
DIN_28_02_2013 548.644 4.56E-04 DIN
DIN_01_03_2013 1,099.650 4.56E-04 DIN
DIN_02_03_2013 1,307.064 4.56E-04 DIN
DIN_03_03_2013 882.627 4.56E-04 DIN
DIN_04_03_2013 6,219.669 4.56E-04 DIN
DIN_05_03_2013 3,220.702 4.56E-04 DIN
DIN_06_03_2013 2,155.983 4.56E-04 DIN
DIN_07_03_2013 1,024.129 4.56E-04 DIN
DIN_08_03_2013 475.272 4.56E-04 DIN
DIN_09_03_2013 242.640 4.56E-04 DIN
DIN_10_03_2013 125.521 4.56E-04 DIN
DIN_11_03_2013 77.187 4.56E-04 DIN
DIN_12_03_2013 40.373 4.56E-04 DIN
DIN_13_03_2013 34.404 4.56E-04 DIN
DIN_14_03_2013 18.463 4.56E-04 DIN
DIN_15_03_2013 18.651 4.56E-04 DIN
DIN_16_03_2013 9.749 4.56E-04 DIN
DIN_17_03_2013 4.022 4.56E-04 DIN
DIN_18_03_2013 2.316 4.56E-04 DIN
DIN_19_03_2013 5.333 4.56E-04 DIN
DIN_20_03_2013 0.004 4.56E-04 DIN
DIN_21_03_2013 0.004 4.56E-04 DIN
DIN_22_03_2013 0.004 4.56E-04 DIN
DIN_23_03_2013 20.679 4.56E-04 DIN
DIN_24_03_2013 10.005 4.56E-04 DIN
DIN_25_03_2013 11.511 4.56E-04 DIN
DIN_26_03_2013 6.401 4.56E-04 DIN
DIN_27_03_2013 4.312 4.56E-04 DIN
DIN_28_03_2013 13.899 4.56E-04 DIN
DIN_29_03_2013 18.182 4.56E-04 DIN
DIN_30_03_2013 6.186 4.56E-04 DIN
DIN_31_03_2013 5.353 4.56E-04 DIN
DIN_01_04_2013 0.004 4.56E-04 DIN
DIN_02_04_2013 0.004 4.56E-04 DIN
DIN_03_04_2013 10.534 4.56E-04 DIN
DIN_04_04_2013 3.480 4.56E-04 DIN
DIN_05_04_2013 9.216 4.56E-04 DIN
DIN_06_04_2013 0.004 4.56E-04 DIN
DIN_07_04_2013 5.493 4.56E-04 DIN
DIN_08_04_2013 11.050 4.56E-04 DIN
DIN_09_04_2013 10.685 4.56E-04 DIN
DIN_10_04_2013 331.573 4.56E-04 DIN
DIN_11_04_2013 1,215.125 4.56E-04 DIN
DIN_12_04_2013 1,354.044 4.56E-04 DIN
DIN_13_04_2013 867.471 4.56E-04 DIN
DIN_14_04_2013 460.277 4.56E-04 DIN
DIN_15_04_2013 241.637 4.56E-04 DIN
DIN_16_04_2013 145.280 4.56E-04 DIN
DIN_17_04_2013 79.258 4.56E-04 DIN
DIN_18_04_2013 62.156 4.56E-04 DIN
DIN_19_04_2013 47.921 4.56E-04 DIN
DIN_20_04_2013 24.060 4.56E-04 DIN
DIN_21_04_2013 13.793 4.56E-04 DIN
DIN_22_04_2013 0.004 4.56E-04 DIN
DIN_23_04_2013 13.624 4.56E-04 DIN
DIN_24_04_2013 1.349 4.56E-04 DIN
DIN_25_04_2013 3.563 4.56E-04 DIN
DIN_26_04_2013 0.004 4.56E-04 DIN
DIN_27_04_2013 17.100 4.56E-04 DIN
DIN_28_04_2013 1.199 4.56E-04 DIN
DIN_29_04_2013 0.004 4.56E-04 DIN
DIN_30_04_2013 2.166 4.56E-04 DIN
DIN_01_05_2013 11.921 4.56E-04 DIN
DIN_02_05_2013 2.742 4.56E-04 DIN
DIN_03_05_2013 8.356 4.56E-04 DIN
DIN_04_05_2013 5.206 4.56E-04 DIN
DIN_05_05_2013 3.844 4.56E-04 DIN
DIN_06_05_2013 1.149 4.56E-04 DIN
DIN_07_05_2013 3.168 4.56E-04 DIN
DIN_08_05_2013 0.004 4.56E-04 DIN
DIN_09_05_2013 8.797 4.56E-04 DIN
DIN_10_05_2013 5.907 4.56E-04 DIN
DIN_11_05_2013 4.790 4.56E-04 DIN
DIN_12_05_2013 12.493 4.56E-04 DIN
DIN_13_05_2013 11.901 4.56E-04 DIN
DIN_14_05_2013 12.307 4.56E-04 DIN
DIN_15_05_2013 4.527 4.56E-04 DIN
DIN_16_05_2013 1.898 4.56E-04 DIN
DIN_17_05_2013 9.410 4.56E-04 DIN
DIN_18_05_2013 2.452 4.56E-04 DIN
DIN_19_05_2013 11.825 4.56E-04 DIN
DIN_20_05_2013 12.653 4.56E-04 DIN
DIN_21_05_2013 10.946 4.56E-04 DIN
DIN_22_05_2013 2.264 4.56E-04 DIN
DIN_23_05_2013 9.838 4.56E-04 DIN
DIN_24_05_2013 14.351 4.56E-04 DIN
DIN_25_05_2013 13.731 4.56E-04 DIN
DIN_26_05_2013 6.415 4.56E-04 DIN
DIN_27_05_2013 8.999 4.56E-04 DIN
DIN_28_05_2013 8.811 4.56E-04 DIN
DIN_29_05_2013 2.096 4.56E-04 DIN
DIN_30_05_2013 10.829 4.56E-04 DIN
DIN_31_05_2013 7.829 4.56E-04 DIN
DIN_01_06_2013 3.828 4.56E-04 DIN
DIN_02_06_2013 6.558 4.56E-04 DIN
DIN_03_06_2013 2.871 4.56E-04 DIN
DIN_04_06_2013 10.268 4.56E-04 DIN
DIN_05_06_2013 1.675 4.56E-04 DIN
